,Hankook,AH22,11,,22,,148,,,,6,3483,3483,120,30.06.2014,
,Hankook,AH22+,295,80,22,,,,,,12,4032,4032,129,30.06.2014,
,Hankook,AH22+,315,70,22,,154,,,,45,4009,4009,134,30.06.2014,
,Hankook,AH22+,315,80,22,,156,,,,50,4097,4097,137,30.06.2014,
,Hankook,"AL 02",255,70,22,,140,,,,10,3004,3004,124,30.06.2014,
,Hankook,"AL 02",275,70,22,,148,,,,32,3637,3637,125,30.06.2014,
,Hankook,"AL10 e-Cube",295,60,22,,150,,,,50,4132,4132,127,30.06.2014,
,Hankook,"AL10 e-Cube",295,80,22,,152,,,,36,4013,4013,130,30.06.2014,
,Hankook,"AL10 e-Cube",315,60,22,,152,,,,8,4366,4366,132,30.06.2014,
,Hankook,"AL10 e-Cube",315,70,22,,154,,,,1,4148,4148,135,30.06.2014,
,Hankook,"AM 06",0,,20,,141,,,,50,2916,2916,119,30.06.2014,
,Hankook,"AM 06",13,,22.5,,154,,,,4,4766,4766,122,30.06.2014,
,Hankook,"AM 06",315,80,22,,156,,,,15,4437,4437,138,30.06.2014,
,Hankook,"DH 05",0,,20,,147,,,,50,3447,3447,116,30.06.2014,
,Hankook,"DH 05",0.5,,17,,121,,,,1,1824,1824,107,30.06.2014,
,Hankook,"DH 05",11,,22,,148,,,,2,3470,3470,121,30.06.2014,
,Hankook,"DH 05",215,75,17,,126,,,,50,1980,1980,102,30.06.2014,
