Бренд;Модель;Наименование;Ширина;Диаметр;Крепеж (кол-во отверстий);PCD1;PCD2;Вылет (ET);Диаметр ступицы (DIA);Цвет диска;Тип диска;;Наличие ;Цена;;;;;;;;;
Sportmax Racing;SR236;Sportmax Racing SR236 5,5x13 4x98 ET35 DIA58,6 (BP);5,5;13;4;98;0;35;58,6;BP;литой;22.10.2013 10:32;20;357,5;0;357,5;411,12;lg_Интершина;Луганск;1000235741;products/1000005586.jpg;;
Storm;BK-099;Storm BK-099 5,5x13 4x98 ET25 DIA58,6 (MS);5,5;13;4;98;0;25;58,6;MS;литой;14.10.2013 17:33;4;363;0;363;417,45;zp_Автопилот;Запорожье;1000229293;products/1000003839.jpg;products/1000003840.jpg;
Storm;BK-228;Storm BK-228 5,5x13 4x98 ET35 DIA58,6 (MS);5,5;13;4;98;0;35;58,6;MS;литой;14.10.2013 17:33;4;371;0;371;426,65;zp_Автопилот;Запорожье;1000229309;products/1000003856.jpg;;
Sportmax Racing;SR149;Sportmax Racing SR149 5,5x13 4x100 ET35 DIA67,1 (HB);5,5;13;4;100;0;35;67,1;HB;литой;22.10.2013 14:31;4;402;418,75;402;462,3;mr_Отраднов ЧП;Мариуполь;1000235705;products/1000005576.jpg;products/1000005577.jpg
Sportmax Racing;SR2027;Sportmax Racing SR2027 5,5x13 4x100 ET25 DIA67,1 (HB);5,5;13;4;100;0;25;67,1;HB;литой;21.10.2013 14:03;4;332;0;332;381,8;kiev_Шинные технологии;Киев;1000235711;products/1000005580.jpg;
Sportmax Racing;SR236;Sportmax Racing SR236 5,5x13 4x100 ET 35 Dia 67,1 (BP);5,5;13;4;100;0;35;67,1;BP;литой;22.10.2013 10:32;20;357,5;0;357,5;411,12;lg_Интершина;Луганск;1000235712;products/1000005586.jpg;
Sportmax Racing;SR3102;Sportmax Racing SR3102 5,5x13 4x100 ET38 DIA67,1 (BP);5,5;13;4;100;0;38;67,1;BP;литой;22.10.2013 10:32;20;357,5;0;357,5;411,12;lg_Интершина;Луганск;1000235713;products/1000005584.jpg;
Stonewell;STW057;Stonewell STW057 5,5x13 4x100 ET35 DIA67,1 (HB);5,5;13;4;100;0;35;67,1;HB;литой;22.10.2013 14:31;4;417,6;435;417,6;480,24;mr_Отраднов ЧП;Мариуполь;1000235715;products/1000005614.jpg;
Stonewell;STW073;Stonewell STW073 5,5x13 4x100 ET35 DIA67,1 (HB);5,5;13;4;100;0;35;67,1;HB;литой;22.10.2013 10:32;4;354,2;0;354,2;407,33;lg_Интершина;Луганск;1000235716;products/1000005615.jpg;
Storm;SM-351;Storm SM-351 5,5x13 4x100 ET30 DIA67,1;5,5;13;4;100;0;30;67,1;;литой;22.10.2013 11:55;4;354,75;437,25;354,75;407,96;kiev_Шинный ряд;Киев;1000241645;products/1000006659.jpg;
Storm;YQ-1309;Storm YQ-1309 5,5x13 4x100 ET 35 Dia 67,1 (BRS);5,5;13;4;100;0;35;67,1;BRS;литой;21.10.2013 14:29;4;384;0;384;441,6;lv_ШипШина(Автосезони);Львов;1000242585;products/1000006734.jpg;
Storm;BK-243;Storm BK-243 5,5x13 4x114,3 ET 35 Dia 69,1 (BP);5,5;13;4;114,3;0;35;69,1;BP;литой;17.10.2013 17:01;7;337,84;0;337,84;388,51;dn_ШинШина;Донецк;1000229278;products/1000003859.jpg;
Zent;Z386;Zent Z386 5x13 4x100 ET35 DIA73,1 (AM/B);5;13;4;100;0;35;73,1;AM/B;литой;22.10.2013 12:12;4;415;0;415;477,25;kh_Колесо;Харьков;1000226036;products/1000004537.jpg;
Storm;Z-404;Storm Z-404 5,5x13 4x100 ET35 (MB);5,5;13;4;100;0;35;67,1;MB;литой;21.10.2013 14:29;4;335;0;335;385,25;lv_ШипШина(Автосезони);Львов;1000235043;products/Storm_Z-404_3.jpg;
Wolf;Fugu 701;Wolf Fugu 701 5,5x13 4x100 ET35 (MB);5,5;13;4;100;0;35;67,1;MB;литой;17.10.2013 12:15;20;377,2;0;377,2;433,78;dp_ТЛ Авто;Днепропетровск;1000222401;products/1000004236.jpg;
Wolf;Luna 503;Wolf Luna 503 5,5x13 4x100 ET35 DIA67,1 (MB);5,5;13;4;100;0;35;67,1;MB;литой;17.10.2013 12:15;16;377,2;0;377,2;433,78;dp_ТЛ Авто;Днепропетровск;1000229075;products/1000004241.jpg;
Wolf;Toxic 532;Wolf Toxic 532 5,5x13 4x100 ET 35 Dia 67,1 (MB);5,5;13;4;100;0;35;67,1;MB;литой;17.10.2013 12:15;20;377,2;0;377,2;433,78;dp_ТЛ Авто;Днепропетровск;1000225617;products/1000004252.jpg;
ZW;213;ZW 213 5,5x13 4x100 ET25 DIA73,1 (SP);5,5;13;4;100;0;25;73,1;SP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252837;products/1000004561.jpg;
ZW;213;ZW 213 5,5x13 4x98 ET25 DIA58,6 (SP);5,5;13;4;98;0;25;58,6;SP;литой;22.10.2013 11:01;5;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253297;products/1000004561.jpg;
ZW;247;ZW 247 5,5x13 4x98 ET25 (BP);5,5;13;4;98;0;25;58,6;BP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253301;products/ZW_247_2.jpg
ZW;247;ZW 247 5,5x13 4x98 ET25 DIA58,6 (SP);5,5;13;4;98;0;25;58,6;SP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253302;products/1000005342.jpg
ZW;277;ZW 277 5,5x13 4x98 ET25 (BP);5,5;13;4;98;0;25;58,6;BP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253303;products/1000007031.jpg
ZW;288;ZW 288 5,5x13 4x98 ET25 (BP);5,5;13;4;98;0;25;58,6;BP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253304;products/1000007033.jpg
ZW;303;ZW 303 5,5x13 4x100 ET20 DIA73,1 (HB);5,5;13;4;100;0;20;73,1;HB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252842;products/1000004565.jpg
ZW;303;ZW 303 5,5x13 4x98 ET20 DIA58,6 (HB);5,5;13;4;98;0;20;58,6;HB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000234438;products/1000004565.jpg
ZW;392;ZW 392 5,5x13 4x100 ET35 DIA73,1 (SP);5,5;13;4;100;0;35;73,1;SP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252843;products/ZW_392_1.jpg
ZW;392;ZW 392 5,5x13 4x98 ET25 DIA58,6 (SP);5,5;13;4;98;0;25;58,6;SP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253309;products/ZW_392_1.jpg
ZW;461;ZW 461 5x13 4x100 ET35 DIA73,1 (SP);5;13;4;100;0;35;73,1;SP;литой;22.10.2013 11:01;5;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252845;products/1000005349.jpg
ZW;461;ZW 461 5x13 4x114,3 ET40 DIA73,1 (SP);5;13;4;114,3;0;40;73,1;SP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252851;products/1000005349.jpg
ZW;461;ZW 461 5x13 4x98 ET35 DIA58,6 (SP);5;13;4;98;0;35;58,6;SP;литой;16.10.2013 14:53;4;430;450;430;494,5;kiev_Vip-шина;Киев;1000253311;products/1000005349.jpg
ZW;610;ZW 610 5,5x13 4x100 ET25 (BP);5,5;13;4;100;0;25;73,1;BP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252846;products/1000004568.jpg
ZW;610;ZW 610 5,5x13 4x98 ET25 (BP);5,5;13;4;98;0;25;58,6;BP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000248139;products/1000004568.jpg
ZW;680;ZW 680 5,5x13 4x98 ET25 (BP);5,5;13;4;98;0;25;58,6;BP;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253314;products/ZW_680_2.jpg
ZW;683;ZW 683 5,5x13 4x100 ET25 DIA73,1 (HB);5,5;13;4;100;0;25;73,1;HB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000234441;products/1000005351.jpg
ZW;683;ZW 683 5,5x13 4x98 ET25 DIA58,6 (HB);5,5;13;4;98;0;25;58,6;HB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253316;products/1000005351.jpg
ZW;D539;ZW D539 5,5x13 4x98 ET 20 Dia 58,6 (MB);5,5;13;4;98;0;20;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000253320;products/ZW_D539_2.jpg;
ZW;D552;ZW D552 5,5x13 4x100 ET10 (MB);5,5;13;4;100;0;10;73,1;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252847;products/1000007067.jpg;
ZW;D552;ZW D552 5,5x13 4x98 ET10 (MB);5,5;13;4;98;0;10;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252669;products/1000007067.jpg;
ZW;D562;ZW D562 5,5x13 4x100 ET35 (MB);5,5;13;4;100;0;35;73,1;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252848;products/1000005858.jpg;
ZW;D562;ZW D562 5,5x13 4x98 ET20 (MB);5,5;13;4;98;0;20;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252821;products/1000005858.jpg;
ZW;D584;ZW D584 5,5x13 4x98 ET12 (MB);5,5;13;4;98;0;12;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252822;products/1000007071.jpg;
ZW;D588A;ZW D588A 5,5x13 4x98 ET 0 Dia 58,6 (MB);5,5;13;4;98;0;0;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252823;products/1000007072.jpg;
ZW;D588A;ZW D588A 5,5x13 4x98 ET0 DIA58,6 (MS);5,5;13;4;98;0;0;58,6;MS;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252824;products/1000007073.jpg;
ZW;D589;ZW D589 5,5x13 4x98 ET 0 Dia 58,6 (MB);5,5;13;4;98;0;0;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252825;products/1000007074.jpg;
ZW;D589;ZW D589 5,5x13 4x98 ET0 DIA58,6 (MS);5,5;13;4;98;0;0;58,6;MS;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252826;products/ZW_D589_2.jpg;
ZW;D720;ZW D720 5,5x13 4x98 ET10 (MB);5,5;13;4;98;0;10;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252827;products/1000007088.jpg;
ZW;D720;ZW D720 5,5x13 4x98 ET10 DIA58,6 (MS);5,5;13;4;98;0;10;58,6;MS;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252828;products/1000007089.jpg;
ZW;D889;ZW D889 5,5x13 4x100 ET18 (MB);5,5;13;4;100;0;18;73,1;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252849;products/1000007095.jpg;
ZW;D889;ZW D889 5,5x13 4x98 ET12 (MB);5,5;13;4;98;0;12;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252830;products/1000007095.jpg;
ZW;D903;ZW D903 5,5x13 4x98 ET35 (MB);5,5;13;4;98;0;35;58,6;MB;литой;22.10.2013 11:01;16;375,38;0;375,38;431,68;kh_Zorat Wheels;Харьков;1000252831;products/1000007096.jpg;
iFree;Аврора;iFree Аврора 5,5x13 4x98 ET 35 Dia 58,5 (хай вэй);5,5;13;4;98;0;35;58,5;хай вэй;литой;21.10.2013 12:37;5;390;490;390;448,5;kiev_НПЦ-Трейд;Киев;159565;products/iFree_Avrora_1.jpg;products/iFree_Avrora_2.jpg
Stonewell;STW010;Stonewell STW010 5x13 4x98 ET33 DIA58,6 (хром);5;13;4;98;0;33;58,6;хром;литой;16.10.2013 15:24;4;440;0;440;506;pol_Шины Полтава;Полтава;1000235719;products/1000005608.jpg;;
Stonewell;STW073;Stonewell STW073 5,5x13 4x98 ET35 DIA58,6 (хром);5,5;13;4;98;0;35;58,6;хром;литой;21.10.2013 14:03;4;412;0;412;473,8;kiev_Шинные технологии;Киев;1000235749;products/1000005615.jpg;;
Stonewell;STW103;Stonewell STW103 5,5x13 4x98 ET35 DIA58,6 (хром);5,5;13;4;98;0;35;58,6;хром;литой;22.10.2013 10:32;4;444,4;0;444,4;511,06;lg_Интершина;Луганск;1000235750;products/1000005617.jpg;;
Wolf;Neon 528;Wolf Neon 528 5,5x13 4x100 ET35 DIA67,1 (silver);5,5;13;4;100;0;35;67,1;silver;литой;17.10.2013 12:15;6;366,54;0;366,54;421,52;dp_ТЛ Авто;Днепропетровск;1000230768;products/1000005319.jpg;;
ZW;212;ZW 212 6x13 4x100 ET20 (EP);6;13;4;100;0;20;73,1;EP;литой;22.10.2013 11:01;16;400,12;0;400,12;460,14;kh_Zorat Wheels;Харьков;1000252836;products/1000007021.jpg;;
ZW;346;ZW 346 5,5x13 4x100 ET20 DIA73,1 (RL);5,5;13;4;100;0;20;73,1;RL;литой;22.10.2013 11:01;12;400,12;0;400,12;460,14;kh_Zorat Wheels;Харьков;1000231424;products/1000005347.jpg;products/ZW_346_2.jpg;products/ZW_346_3.jpg
ZW;346;ZW 346 5,5x13 4x98 ET20 DIA58,6 (RL);5,5;13;4;98;0;20;58,6;RL;литой;22.10.2013 11:01;16;400,12;0;400,12;460,14;kh_Zorat Wheels;Харьков;1000246757;products/1000005347.jpg;products/ZW_346_2.jpg;products/ZW_346_3.jpg
ZW;355;ZW 355 5,5x13 4x98 ET25 DIA58,6;5,5;13;4;98;0;25;58,6;;литой;22.10.2013 11:01;20;400,12;0;400,12;460,14;kh_Zorat Wheels;Харьков;1000253307;products/1000004566.jpg;products/1000004567.jpg;
ZW;689;ZW 689 5,5x13 4x98 ET 0 Dia 58,6 (BP);5,5;13;4;98;0;0;58,6;BP;литой;22.10.2013 11:01;16;400,12;0;400,12;460,14;kh_Zorat Wheels;Харьков;1000253317;products/1000007049.jpg;;
Kormetal;KM 506 Vega;Kormetal KM 506 Vega 5,5x13 4x98 ET 9 Dia 58,6 (BD);5,5;13;4;98;0;9;58,6;BD;литой;22.10.2013 11:40;6;453,75;474,38;453,75;521,81;lg_Колесо 2000;Луганск;169902;products/1000002919.jpg;;
iFree;Аврора;iFree Аврора 5,5x13 4x98 ET35 DIA58,6 (хай вэй);5,5;13;4;98;0;35;58,6;хай вэй;литой;22.10.2013 17:32;4;420;0;420;483;kh_База МТС;Харьков;1000233761;products/iFree_Avrora_1.jpg;products/iFree_Avrora_2.jpg;
iFree;Стерлинг;iFree Стерлинг 5x13 4x100 ET35 DIA67,1 (хай вэй);5;13;4;100;0;35;67,1;хай вэй;литой;21.10.2013 12:37;20;390;490;390;448,5;kiev_НПЦ-Трейд;Киев;139094;products/1000005169.jpg;products/iFree_Sterling_2.jpg;products/iFree_Sterling_3.jpg
iFree;Стерлинг;iFree Стерлинг 5x13 4x98 ET35 DIA58,6 (айс);5;13;4;98;0;35;58,6;айс;литой;22.10.2013 17:32;4;420;0;420;483;kh_База МТС;Харьков;1000233762;products/1000005169.jpg;products/iFree_Sterling_2.jpg;products/iFree_Sterling_3.jpg
RS Wheels;522D;RS Wheels 522D 5,5x13 4x114,3 ET35 DIA59,6 (MLHS);5,5;13;4;114,3;0;35;59,6;MLHS;литой;22.10.2013 11:05;4;371,25;0;371,25;426,94;kh_MS Group;Харьков;1000228274;products/1000010033.jpg;;
Wolf;Spokes 764;Wolf Spokes 764 5,5x13 4x100 ET 35 Dia 67,1 (супер серебро);5,5;13;4;100;0;35;67,1;супер серебро;литой;21.10.2013 11:47;4;359,75;379,5;359,75;413,71;kiev_Лига Транс;Киев;1000235359;products/1000004247.jpg;;
Stonewell;STW006;Stonewell STW006 5,5x13 4x98 ET35 DIA58,6 (хром);5,5;13;4;98;0;35;58,6;хром;литой;22.10.2013 10:32;13;444,4;0;444,4;511,06;lg_Интершина;Луганск;1000235743;products/1000005607.jpg;;
TG Racing;LYN 001;TG Racing LYN 001 5,5x13 4x98 ET38 DIA58,5;5,5;13;4;98;0;38;58,5;;литой;22.10.2013 17:14;20;330;484;330;379,5;kiev_Колесо;Киев;257412;products/1000009112.jpg;products/11727.jpg;products/11728.jpg
Скад;Комета 2;Скад Комета 2 5,5x13 4x98 ET38 DIA58,6 (селена);5,5;13;4;98;0;38;58,6;селена;литой;22.10.2013 16:21;4;401;451;401;461,15;od_Энергия;Одесса;14132;products/1000004795.jpg;products/8732.jpg;products/8733.jpg
КиК;Адамас;КиК Адамас 5,5x13 4x100 ET35 DIA67,1 (алмаз);5,5;13;4;100;0;35;67,1;алмаз;литой;18.10.2013 16:21;4;525;0;525;603,75;hm_Говерла;Хмельницкий;113658;products/1000004582.jpg;products/6181.jpg;products/6182.jpg
Скад;Комета 2;Скад Комета 2 5,5x13 4x98 ET38 DIA58,6 (селена-супер);5,5;13;4;98;0;38;58,6;селена-супер;литой;22.10.2013 16:21;8;401;451;401;461,15;od_Энергия;Одесса;171022;products/1000004795.jpg;products/8732.jpg;products/8733.jpg
Скад;Спайдер;Скад Спайдер 5,5x13 4x98 ET35 DIA58,6 (селена);5,5;13;4;98;0;35;58,6;селена;литой;22.10.2013 16:21;20;401;451;401;461,15;od_Энергия;Одесса;38018;products/1000004826.jpg;products/Skad_Spayder_2.jpg;
Скад;Пионер;Скад Пионер 5,5x13 4x98 ET35 DIA58,6 (гальвано);5,5;13;4;98;0;35;58,6;гальвано;литой;22.10.2013 16:21;20;401;451;401;461,15;od_Энергия;Одесса;121075;products/1000004817.jpg;products/14253.jpg;products/14254.jpg
Скад;Веритас;Скад Веритас 5,5x13 4x98 ET35 DIA58,6 (селена);5,5;13;4;98;0;35;58,6;селена;литой;22.10.2013 16:21;20;401;451;401;461,15;od_Энергия;Одесса;172691;products/1000004779.jpg;products/Skad_Veritas_2.jpg;products/Skad_Veritas_3.jpg
Скад;Омега;Скад Омега 5,5x13 4x98 ET30 DIA58,6 (селена);5,5;13;4;98;0;30;58,6;селена;литой;22.10.2013 16:21;20;423;496;423;486,45;od_Энергия;Одесса;138606;products/1000004809.jpg;products/8741.jpg;products/8742.jpg
Скад;Омега;Скад Омега 5,5x13 4x98 ET30 DIA58,6 (гальвано);5,5;13;4;98;0;30;58,6;гальвано;литой;22.10.2013 16:21;20;401;451;401;461,15;od_Энергия;Одесса;138607;products/1000004809.jpg;products/8741.jpg;products/8742.jpg
Скад;Веритас;Скад Веритас 5,5x13 4x98 ET35 DIA58,6 (белый алмаз);5,5;13;4;98;0;35;58,6;белый алмаз;литой;22.10.2013 16:21;4;401;451;401;461,15;od_Энергия;Одесса;174904;products/1000004779.jpg;products/Skad_Veritas_2.jpg;products/Skad_Veritas_3.jpg
Скад;Омега;Скад Омега 5,5x13 4x98 ET30 DIA58,6 (алмаз);5,5;13;4;98;0;30;58,6;алмаз;литой;22.10.2013 16:21;20;401;451;401;461,15;od_Энергия;Одесса;138605;products/1000004809.jpg;products/8741.jpg;products/8742.jpg
Скад;Спарта;Скад Спарта 5,5x13 4x98 ET35 DIA58,6 (селена);5,5;13;4;98;0;35;58,6;селена;литой;22.10.2013 16:21;20;401;451;401;461,15;od_Энергия;Одесса;160731;products/1000005874.jpg;products/Skad_Sparta_2.jpg;
Скад;Спирит;Скад Спирит 5,5x13 4x98 ET35 DIA58,6 (селена);5,5;13;4;98;0;35;58,6;селена;литой;22.10.2013 16:21;20;401;451;401;461,15;od_Энергия;Одесса;145410;products/1000005875.jpg;;
Скад;Спирит;Скад Спирит 5,5x13 4x98 ET35 DIA58,6 (гальвано);5,5;13;4;98;0;35;58,6;гальвано;литой;22.10.2013 16:21;12;419;492;419;481,85;od_Энергия;Одесса;161466;products/1000005875.jpg;;
FJB;F-117;FJB F-117 5,5x13 4x100 ET32 DIA72,6 (хром);5,5;13;4;100;0;32;72,6;хром;литой;22.10.2013 11:40;20;660;701,25;660;759;lg_Колесо 2000;Луганск;1000217865;products/1000002718.jpg;;
FJB;F-137;FJB F-137 5,5x13 4x98/100 ET35 DIA73,1 (хром);5,5;13;4;98;100;35;73,1;хром;литой;22.10.2013 11:40;20;660;701,25;660;759;lg_Колесо 2000;Луганск;1000217874;products/1000002720.jpg;;
FJB;F-167;FJB F-167 5,5x13 4x98 ET28 DIA58,6 (хром);5,5;13;4;98;0;28;58,6;хром;литой;22.10.2013 11:40;4;660;701,25;660;759;lg_Колесо 2000;Луганск;1000217847;products/1000002715.jpg
FJB;F-305;FJB F-305 5,5x13 4x100/114,3 ET35 DIA73,1 (хром);5,5;13;4;100;114,3;35;73,1;хром;литой;22.10.2013 11:40;16;660;701,25;660;759;lg_Колесо 2000;Луганск;1000217876;products/1000005164.jpg
FJB;F-542;FJB F-542 5x13 4x100 ET38 DIA67,1 (хром);5;13;4;100;0;38;67,1;хром;литой;22.10.2013 11:40;12;660;701,25;660;759;lg_Колесо 2000;Луганск;1000217864;products/1000002741.jpg
Lawu;LW-145;Lawu LW-145 5,5x13 4x100 ET35 DIA67,1 (хром);5,5;13;4;100;0;35;67,1;хром;литой;14.10.2013 17:33;4;470;0;470;540,5;zp_Автопилот;Запорожье;1000236563;products/1000005486.jpg
KFZ;5990 Peugeot;KFZ 5990 Peugeot 5,5x14 4x108 ET 34 Dia 65,1;5,5;14;4;108;0;34;65,1;;стальной;21.10.2013 14:29;7;450;0;450;517,5;lv_ШипШина(Автосезони);Львов;59779;products/1000007538.jpg
Кременчуг;Daewoo;Кременчуг Daewoo 5,5x14 4x100 ET49 DIA56,6;5,5;14;4;100;0;49;56,6;;стальной;21.10.2013 14:29;20;298;0;298;342,7;lv_ШипШина(Автосезони);Львов;46423;
Кременчуг;Renault Logan;Кременчуг Renault Logan 5,5x14 4x100 ET43 DIA60;5,5;14;4;100;0;43;60;;стальной;29.09.2013 22:29;6;290;0;290;333,5;slav_Колесо Центр;Славянск;133135;
Евродиск;53C45D;Евродиск 53C45D 5,5x14 4x108 ET45 DIA57,1;5,5;14;4;108;0;45;57,1;;стальной;22.10.2013 12:59;20;282,5;0;282,5;324,88;kiev_Шинсервис;Киев;32831;
KFZ;5995 Renault;KFZ 5995 Renault 5,5x14 4x100 ET43 DIA60;5,5;14;4;100;0;43;60;;стальной;21.10.2013 14:29;8;365;0;365;419,75;lv_ШипШина(Автосезони);Львов;12928;products/1000007539.jpg
KFZ;6780;KFZ 6780 5,5x14 4x100 ET49 DIA56,5;5,5;14;4;100;0;49;56,5;;стальной;21.10.2013 14:29;5;365;0;365;419,75;lv_ШипШина(Автосезони);Львов;28756;products/1000007550.jpg
KFZ;7020 Seat;KFZ 7020 Seat 5,5x14 4x100 ET35 DIA57;5,5;14;4;100;0;35;57;;стальной;22.10.2013 12:59;20;384,2;0;384,2;441,83;kiev_Шинсервис;Киев;195264;products/1000007552.jpg
Sportmax Racing;SR135;Sportmax Racing SR135 6x14 4x98 ET35 DIA58,6 (BP);6;14;4;98;0;35;58,6;BP;литой;22.10.2013 14:31;4;480;500;480;552;mr_Отраднов ЧП;Мариуполь;1000235813;products/1000005573.jpg
Storm;Z-402;Storm Z-402 6x14 4x100 ET 35 Dia 67,1 (BP);6;14;4;100;0;35;67,1;BP;литой;21.10.2013 14:29;4;378;0;378;434,7;lv_ШипШина(Автосезони);Львов;1000236180;products/1000005805.jpg
